,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
293,293,Big let down! I was expecting more.,Mitch L,2024-06-04,big let expecting,neutro
294,294,The story is an introduction to the character and I recommend it to follow the world of Spider-man!,Alessandro F,2024-06-04,story introduction character recommend follow world sideman,positivo
295,295,"It wasn't amazing and lost my attention at some points. I do think that Marvel are trying to force films like this one, some visuals were good but as far as the story line goes it has a mixture of every other super hero film going.",Tamzin Y,2024-06-04,wasnt amazing lost attention point think marvel trying force film like one visuals good far story line go mixture every super hero film going,positivo
296,296,This movie is so bad it’s entertaining. Favorite thing to do was point out all the bad things. Sad because it could have been a good movie.,Mike T,2024-06-04,movie bad ’ entertaining favorite thing point bad thing sad could good movie,negativo
297,297,"I like Dakota and Sydney, the girls had cute moments, but the script did them a whole level of dirty. I hope it doesn’t ruin their reputation being in this movie, because it’s not their fault the script is really bad. Almost half the movie is really cringy 😬",,2024-06-03,like dakota sydney girl cute moment script whole level dirty hope ’ ruin reputation movie ’ fault script really bad almost half movie really bring 😬,negativo
298,298,Horrible movie! I left theaters dissapointed and upset that I wasted my money to watch it.,Justin K,2024-06-03,horrible movie left theater disappointed upset wasted money watch,negativo
299,299,this movie sucks but sydeny sweeney doesnt a wink wink wink nudge nudge,Braydon C,2024-06-03,movie suck sydney sweeney doesnt wink wink wink nudge nudge,negativo
400,400,"at the beginning of the movie, I liked it, but then, towards the end the ending didn’t really make sense I feel like in the end where she’s looking at the window with her glasses she looks kind of corny not hating at all. I love the actor just not in this movie I feel like the characters they chose. do not work for this movie, all peace and love.",Estephanie Y,2024-06-03,beginning movie liked towards end ending ’ really make sense feel like end ’ looking window glass look kind corn hating love actor movie feel like character chose work movie peace love,positivo
401,401,"Watched MADAME WEB for 20 minutes and the screenplay, acting, direction, casting — everything about it — felt so hollow and contrived that I couldn't watch anymore, so I bailed.",,2024-06-03,watched madame web minute screenplay acting direction casting — everything — felt hollow contrived couldnt watch anymore bailed,neutro
402,402,Terrible for a Marvel episode. Let this one die in a web of failure.,,2024-06-03,terrible marvel episode let one die web failure,negativo
403,403,I liked the movie. Sometimes I feel like people think it’s cool to get female superhero movies. But I liked the fact this didn’t feel like a Disney superhero movie. It almost felt like the early 2000s superhero movies. I loved it. Sad there won’t be more.,Katya U,2024-06-02,liked movie sometimes feel like people think ’ cool get female superhero movie liked fact ’ feel like disney superhero movie almost felt like early superhero movie loved sad ’,positivo
404,404,"Honestly one of the biggest flops for a reason.
Cast were awful!
Dakota Web’s limited range was overwhelming.
The stereotype girlyness of it was terrible.
There is a scene where the 3 young girls are actually dancing (awfully) on a Dinner table that has boys on it! Horrific Directing!
The villain (Tatar Rahim) sounds dubbed over!
Emma Roberts, arguably the best actress in this is basically an extra.
All in all, if this doesn’t put a nail in the Female Hero Movies coffin… I don’t know what will.",Greg W,2024-06-02,honestly one biggest flop reason cast awful dakota web ’ limited range overwhelming stereotype girlyness terrible scene young girl actually dancing awfully dinner table boy horrific directing villain qatar brahim sound dubbed emma robert arguably best actress basically extra ’ put nail female hero movie coffin… ’ know,negativo
405,405,"if it was just a regular rating out of 10 it would easily be a 1 but when i'm choosing between ""can't recommend it"" and ""absolute must-see""...",Will P,2024-06-02,regular rating would easily im choosing cant recommend absolute muster,positivo
406,406,You don't need me to tell you this movie is bad.,Kris B,2024-06-02,dont need tell movie bad,negativo
407,407,"This movie sure is a movie. The cgi for the villain is Ghostbusters 1 level of cgi and I literally just watched the movie and can't remember any of the characters names. Don't even get me started on the plot! The characters are so unlikable and dumb, like the teenagers go to a diner and start dancing on a table, when they are trying to HIDE from a villian whose motive is ""oh these kids are gonna do good in the world, but i don'tlike that so lets kill them!"" The minion of the main villian is pointless. Like the movie starts to be like ""oh, this person will betray their boss and turn good!"" But noooooo they don't do anything with that character! And the climax is so boring and dull and is so stupid. The main characters put flares in boxes of fireworks and different times, yet they all go off at the same time. This is a boring and dull movie that was just a waste of time and money but its still better than She Hulk and the Marvels combined.",Owen S,2024-06-02,movie sure movie cgi villain ghostbusters level cgi literally watched movie cant remember character name dont even get started plot character unlikable dumb like teenager go diner start dancing table trying hide villain whose motive oh kid gon na good world dontlike let kill minions main villain pointless like movie start like oh person betray bos turn good noooooo dont anything character climax boring dull stupid main character put flare box fireworks different time yet go time boring dull movie waste time money still better hulk marvel combined,negativo
